accession	accession_version	length	database	sra_accessions	strain	region	location	date	date_released	date_updated	host	sample_type	biosample_accessions	authors	institution	submitter_country	country	division	abbr_authors
KT001393	KT001393.1	208	GenBank		KT001393	Asia		2015-05-27	2015-06-08	2015-06-08	Homo sapiens	lung, oronasopharynx		Yang,J.-S.,Cheong,H.-M.,Kim,Y.-J.,Kang,H.J.,Park,S.H.,Han,Y.W.,Lee,H.S.,Kim,J.A.,Kim,H.,Kim,A.-R.,Heo,D.-R.,Kim,S.J.,Jung,H.-H.,Nam,J.-G.,Kim,S.S.	Korea National Institute of Health, KCDC, Division of Respiratory Viruses	Korea	South Korea		Yang et al
KT002189	KT002189.1	249	GenBank		ChinaGD01	Asia		2015-05-27	2015-11-11	2015-11-11	Homo sapiens	oronasopharynx		Lu,R.,Wang,Y.,Zhao,Y.,Tan,W.	National Institute for Viral Disease Control and Prevention, China CDC	China	China		Lu et al
KT002190	KT002190.1	312	GenBank		ChinaGD01	Asia		2015-05-27	2015-11-11	2015-11-11	Homo sapiens	oronasopharynx		Lu,R.,Wang,Y.,Zhao,Y.,Tan,W.	National Institute for Viral Disease Control and Prevention, China CDC	China	China		Lu et al
KT002191	KT002191.1	330	GenBank		ChinaGD01	Asia		2015-05-27	2015-11-11	2015-11-11	Homo sapiens	oronasopharynx		Lu,R.,Wang,Y.,Zhao,Y.,Tan,W.	National Institute for Viral Disease Control and Prevention, China CDC	China	China		Lu et al
KT002192	KT002192.1	741	GenBank		ChinaGD01	Asia		2015-05-27	2015-11-11	2015-11-11	Homo sapiens	oronasopharynx		Lu,R.,Wang,Y.,Zhao,Y.,Tan,W.	National Institute for Viral Disease Control and Prevention, China CDC	China	China		Lu et al
KT002193	KT002193.1	675	GenBank		ChinaGD01	Asia		2015-05-27	2015-11-11	2015-11-11	Homo sapiens	oronasopharynx		Lu,R.,Wang,Y.,Zhao,Y.,Tan,W.	National Institute for Viral Disease Control and Prevention, China CDC	China	China		Lu et al
KT002194	KT002194.1	339	GenBank		ChinaGD01	Asia		2015-05-27	2015-11-11	2015-11-11	Homo sapiens	oronasopharynx		Lu,R.,Wang,Y.,Zhao,Y.,Tan,W.	National Institute for Viral Disease Control and Prevention, China CDC	China	China		Lu et al
KT003528	KT003528.1	660	GenBank		ChinaGD01	Asia		2015-05-27	2015-11-09	2015-11-09	Homo sapiens			Lu,R.,Wang,Y.,Zhao,Y.,Tan,W.	China CDC, National Institute for Viral Disease Control and Prevention	China	China		Lu et al
KT003529	KT003529.1	1242	GenBank		ChinaGD01	Asia		2015-05-27	2015-11-09	2015-11-09	Homo sapiens			Lu,R.,Wang,Y.,Zhao,Y.,Tan,W.	China CDC, National Institute for Viral Disease Control and Prevention	China	China		Lu et al
KT003530	KT003530.1	4062	GenBank		ChinaGD01	Asia		2015-05-27	2015-11-09	2015-11-09	Homo sapiens			Lu,R.,Wang,Y.,Zhao,Y.,Tan,W.	China CDC, National Institute for Viral Disease Control and Prevention	China	China		Lu et al
KT006149	KT006149.2	30114	GenBank		KT006149	Asia		2015-05-27	2015-06-05	2015-09-02	Homo sapiens	oronasopharynx		Lu,R.,Wang,Y.,Wang,W.,Nie,K.,Zhao,Y.,Su,J.,Deng,Y.,Zhou,W.,Li,Y.,Wang,H.,Ke,C.,Ma,X.,Wu,G.,Tan,W.,Zhang,Y.,Zou,L.,Niu,P.,Zhang,S.,Wu,J.	National Institute for Viral Disease Control and Prevention, China CDC	China	China		Lu et al
KT026453	KT026453.1	30114	GenBank		KT026453	Asia		2015-02-10	2015-06-08	2016-03-15	Homo sapiens	lung		Park,W.B.,Kwon,N.J.,Choe,P.G.,Choi,S.J.,Oh,H.S.,Lee,S.M.,Chong,H.,Kim,J.I.,Song,K.H.,Bang,J.H.,Kim,E.S.,Kim,H.B.,Park,S.W.,Kim,N.J.,Oh,M.D.,Queen,K.,Bin Saeed,A.,Paden,C.,Zhang,J.,Li,Y.,Tao,Y.,Erdman,D.,Tong,S.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	Saudi Arabia		Park et al
KT026454	KT026454.1	30123	GenBank		KT026454	Asia		2015-03-01	2015-06-08	2016-03-15	Homo sapiens	oronasopharynx		Park,W.B.,Kwon,N.J.,Choe,P.G.,Choi,S.J.,Oh,H.S.,Lee,S.M.,Chong,H.,Kim,J.I.,Song,K.H.,Bang,J.H.,Kim,E.S.,Kim,H.B.,Park,S.W.,Kim,N.J.,Oh,M.D.,Queen,K.,Bin Saeed,A.,Paden,C.,Zhang,J.,Li,Y.,Tao,Y.,Erdman,D.,Tong,S.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	Saudi Arabia		Park et al
KT026455	KT026455.1	30114	GenBank		Hu/Riyadh_KSA_2959_2015	Asia		2015-02-10	2015-06-08	2016-03-15	Homo sapiens	lung		Park,W.B.,Kwon,N.J.,Choe,P.G.,Choi,S.J.,Oh,H.S.,Lee,S.M.,Chong,H.,Kim,J.I.,Song,K.H.,Bang,J.H.,Kim,E.S.,Kim,H.B.,Park,S.W.,Kim,N.J.,Oh,M.D.,Queen,K.,Tamin,A.,Bin Saeed,A.,Paden,C.,Zhang,J.,Li,Y.,Tao,Y.,Erdman,D.,Tong,S.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	Saudi Arabia		Park et al
KT026456	KT026456.1	30120	GenBank		Hu/Riyadh_KSA_4050_2015	Asia		2015-03-01	2015-06-08	2016-03-15	Homo sapiens	oronasopharynx		Park,W.B.,Kwon,N.J.,Choe,P.G.,Choi,S.J.,Oh,H.S.,Lee,S.M.,Chong,H.,Kim,J.I.,Song,K.H.,Bang,J.H.,Kim,E.S.,Kim,H.B.,Park,S.W.,Kim,N.J.,Oh,M.D.,Queen,K.,Tamin,A.,Bin Saeed,A.,Paden,C.,Zhang,J.,Li,Y.,Tao,Y.,Erdman,D.,Tong,S.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	Saudi Arabia		Park et al
KT029139	KT029139.1	30108	GenBank		MERS-CoV/KOR/KNIH/002_05_2015	Asia		2015-05-20	2015-06-09	2015-09-02	Homo sapiens	lung, oronasopharynx		Kim,Y.J.,Cho,Y.J.,Kim,D.W.,Yang,J.S.,Kim,H.,Park,S.,Han,Y.W.,Yun,M.R.,Lee,H.S.,Kim,A.R.,Heo,D.R.,Kim,J.A.,Kim,S.J.,Jung,H.D.,Kim,N.,Yoon,S.H.,Nam,J.G.,Kang,H.J.,Cheong,H.M.,Lee,J.S.,Chun,J.,Kim,S.S.,Nam,J.-G.,Kim,Y.-J.,Cheong,H.-M.,Yang,J.-S.,Cho,Y.-J.,Yoon,S.-H.,Yun,M.-R.,Kim,D.-W.	Korea National Institute of Health, Korea Centers for Disease Control and Prevention	South Korea	South Korea		Kim et al
KT036372	KT036372.1	29928	GenBank		ChinaGD01	Asia		2015-05-28	2015-06-10	2015-06-10	Homo sapiens			Su,J.,Xu,J.,Zhang,B.,Xie,Q.,Zhao,W.,Ke,C.	Guangdong Provincial Center for Disease Control and Prevention, Key Laboratory for Repository and Application of Pathogenic Microbiology, Research Center for Pathogens Detection Technology of Emerging Infectious Diseases	China	China		Su et al
KT036373	KT036373.1	29509	GenBank		ChinaGD01 variant 1	Asia		2015-05-28	2015-06-10	2015-06-10	Homo sapiens			Su,J.,Wu,J.,Zhang,B.,Xie,Q.,Zhao,W.,Ke,C.	Guangdong Provincial Center for Disease Control and Prevention, Key Laboratory for Repository and Application of Pathogenic Microbiology, Research Center for Pathogens Detection Technology of Emerging Infectious Diseases	China	China		Su et al
KT036374	KT036374.1	29514	GenBank		ChinaGD01 variant 2	Asia		2015-05-28	2015-06-10	2015-06-10	Homo sapiens			Su,J.,Wu,J.,Zhang,B.,Xie,Q.,Zhao,W.,Ke,C.	Guangdong Provincial Center for Disease Control and Prevention, Key Laboratory for Repository and Application of Pathogenic Microbiology, Research Center for Pathogens Detection Technology of Emerging Infectious Diseases	China	China		Su et al
KT121572	KT121572.1	29896	GenBank		KFMC-5	Asia		2014-05-12	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT121573	KT121573.1	29896	GenBank		KFMC-3	Asia		2014-05-09	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT121574	KT121574.1	29896	GenBank		KFMC-9	Asia		2014-05-07	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT121575	KT121575.1	29896	GenBank		KFMC-4	Asia		2014-05-12	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT121576	KT121576.1	29896	GenBank		KFMC-6	Asia		2014-05-18	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT121577	KT121577.1	29896	GenBank		KFMC-2	Asia		2014-05-11	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT121578	KT121578.1	29785	GenBank		KFMC-10	Asia		2014-05-01	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT121579	KT121579.1	29751	GenBank		KFMC-8	Asia		2014-04-30	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT121580	KT121580.1	29799	GenBank		KFMC-1	Asia		2014-04-28	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT121581	KT121581.1	29751	GenBank		KFMC-7	Asia		2014-05-03	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT156560	KT156560.1	30123	GenBank		KT156560	Asia		2013-10-28	2015-06-23	2015-06-23	Homo sapiens	oronasopharynx		Queen,K.,Al-Jardani,A.,Zhang,J.,Al Kindi,H.,Li,Y.,Tao,Y.,Al Baqlani,S.,Al Mahrouqi,S.,Tong,S.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	Oman		Queen et al
KT156561	KT156561.1	30123	GenBank		KT156561	Asia		2013-12-28	2015-06-23	2015-06-23	Homo sapiens	oronasopharynx		Queen,K.,Al-Jardani,A.,Zhang,J.,Al Kindi,H.,Li,Y.,Tao,Y.,Al Baqlani,S.,Al Mahrouqi,S.,Tong,S.	Centers for Disease Control and Prevention, Division of Viral Diseases	USA	Oman		Queen et al
KT182953	KT182953.1	4062	GenBank		MERS-CoV/KOR/KNIH/009_05_2015	Asia		2015-05-28	2016-04-07	2016-04-07	Homo sapiens	lung, oronasopharynx		Kim,D.W.,Kim,Y.J.,Park,S.H.,Yun,M.R.,Yang,J.S.,Kang,H.J.,Han,Y.W.,Lee,H.S.,Man Kim,H.,Kim,H.,Kim,A.R.,Heo,D.R.,Kim,S.J.,Jeon,J.H.,Park,D.,Kim,J.A.,Cheong,H.M.,Nam,J.G.,Kim,K.,Kim,S.S.,Nam,J.-G.,Kim,Y.-J.,Cheong,H.-M.,Yang,J.-S.,Park,S.,Kim,H.M.,Kim,D.-W.,Yun,M.-R.	Korea National Institute of Health, Korea Centers for Disease Control and Prevention		South Korea		Kim et al
KT182954	KT182954.1	4062	GenBank		MERS-CoV/KOR/KNIH/012_05_2015	Asia		2015-05-28	2016-04-07	2016-04-07	Homo sapiens	lung, oronasopharynx		Kim,D.W.,Kim,Y.J.,Park,S.H.,Yun,M.R.,Yang,J.S.,Kang,H.J.,Han,Y.W.,Lee,H.S.,Man Kim,H.,Kim,H.,Kim,A.R.,Heo,D.R.,Kim,S.J.,Jeon,J.H.,Park,D.,Kim,J.A.,Cheong,H.M.,Nam,J.G.,Kim,K.,Kim,S.S.,Nam,J.-G.,Kim,Y.-J.,Cheong,H.-M.,Yang,J.-S.,Park,S.,Kim,H.M.,Kim,D.-W.,Yun,M.-R.	Korea National Institute of Health, Korea Centers for Disease Control and Prevention		South Korea		Kim et al
KT182955	KT182955.1	4062	GenBank		MERS-CoV/KOR/KNIH/013_05_2015	Asia		2015-05-28	2016-04-07	2016-04-07	Homo sapiens	lung, oronasopharynx		Kim,D.W.,Kim,Y.J.,Park,S.H.,Yun,M.R.,Yang,J.S.,Kang,H.J.,Han,Y.W.,Lee,H.S.,Man Kim,H.,Kim,H.,Kim,A.R.,Heo,D.R.,Kim,S.J.,Jeon,J.H.,Park,D.,Kim,J.A.,Cheong,H.M.,Nam,J.G.,Kim,K.,Kim,S.S.,Nam,J.-G.,Kim,Y.-J.,Cheong,H.-M.,Yang,J.-S.,Park,S.,Kim,H.M.,Kim,D.-W.,Yun,M.-R.	Korea National Institute of Health, Korea Centers for Disease Control and Prevention		South Korea		Kim et al
KT182956	KT182956.1	4062	GenBank		MERS-CoV/KOR/KNIH/015_05_2015	Asia		2015-05-30	2016-04-07	2016-04-07	Homo sapiens	lung, oronasopharynx		Kim,D.W.,Kim,Y.J.,Park,S.H.,Yun,M.R.,Yang,J.S.,Kang,H.J.,Han,Y.W.,Lee,H.S.,Man Kim,H.,Kim,H.,Kim,A.R.,Heo,D.R.,Kim,S.J.,Jeon,J.H.,Park,D.,Kim,J.A.,Cheong,H.M.,Nam,J.G.,Kim,K.,Kim,S.S.,Nam,J.-G.,Kim,Y.-J.,Cheong,H.-M.,Yang,J.-S.,Park,S.,Kim,H.M.,Kim,D.-W.,Yun,M.-R.	Korea National Institute of Health, Korea Centers for Disease Control and Prevention		South Korea		Kim et al
KT182957	KT182957.1	4062	GenBank		MERS-CoV/KOR/KNIH/042_05_2015	Asia		2015-05-30	2016-04-07	2016-04-07	Homo sapiens	lung, oronasopharynx		Kim,D.W.,Kim,Y.J.,Park,S.H.,Yun,M.R.,Yang,J.S.,Kang,H.J.,Han,Y.W.,Lee,H.S.,Man Kim,H.,Kim,H.,Kim,A.R.,Heo,D.R.,Kim,S.J.,Jeon,J.H.,Park,D.,Kim,J.A.,Cheong,H.M.,Nam,J.G.,Kim,K.,Kim,S.S.,Nam,J.-G.,Kim,Y.-J.,Cheong,H.-M.,Yang,J.-S.,Park,S.,Kim,H.M.,Kim,D.-W.,Yun,M.-R.	Korea National Institute of Health, Korea Centers for Disease Control and Prevention		South Korea		Kim et al
KT182958	KT182958.1	3992	GenBank		MERS-CoV/KOR/KNIH/001_05_2015	Asia		2015-05-19	2016-04-07	2016-04-07	Homo sapiens	oronasopharynx		Kim,D.W.,Kim,Y.J.,Park,S.H.,Yun,M.R.,Yang,J.S.,Kang,H.J.,Han,Y.W.,Lee,H.S.,Man Kim,H.,Kim,H.,Kim,A.R.,Heo,D.R.,Kim,S.J.,Jeon,J.H.,Park,D.,Kim,J.A.,Cheong,H.M.,Nam,J.G.,Kim,K.,Kim,S.S.,Nam,J.-G.,Kim,Y.-J.,Cheong,H.-M.,Yang,J.-S.,Park,S.,Kim,H.M.,Kim,D.-W.,Yun,M.-R.	Korea National Institute of Health, Korea Centers for Disease Control and Prevention		South Korea		Kim et al
KT202801	KT202801.1	5220	GenBank		KFMC-11	Asia		2014-04-28	2015-11-17	2015-11-17	Homo sapiens			Fagbo,S.F.,Skakni,L.,Chu,D.K.,Garbati,M.A.,Joseph,M.,Peiris,M.,Hakawi,A.M.,Chu,D.K.W.,Peiris,M.J.S.	The University of Hong Kong, School of Public Health	Hong Kong	Saudi Arabia		Fagbo et al
KT225476	KT225476.2	29809	GenBank		MERS-CoV/THA/CU/17_06_2015	Asia		2015-06-17	2015-07-07	2017-08-22	Homo sapiens	lung, oronasopharynx		Plipat,T.,Buathong,R.,Wacharapluesadee,S.,Siriarayapon,P.,Pittayawonganon,C.,Sangsajja,C.,Kaewpom,T.,Petcharat,S.,Ponpinit,T.,Jumpasri,J.,Joyjinda,Y.,Rodpan,A.,Ghai,S.,Jittmittraphap,A.,Khongwichit,S.,Smith,D.R.,Corman,V.M.,Drosten,C.,Hemachudha,T.,Pittayawomganon,C.,Sangsaija,C.,Jittmitraphap,A.	Bureau of Epidemiology, Department of Disease Control Ministry of Public Health	Thailand	Thailand		Plipat et al
KT275306	KT275306.1	8951	GenBank		ADFCA-HKU1	Asia		2015-05-09	2015-12-17	2015-12-17	Camelus dromedarius			Al Hammadi,Z.M.,Chu,D.K.,Eltahir,Y.M.,Al Hosani,F.,Al Mulla,M.,Tarnini,W.,Hall,A.J.,Perera,R.A.,Abdelkhalek,M.M.,Peiris,J.S.,Al Muhairi,S.S.,Poon,L.L.,Chu,D.K.W.,Peiris,M.J.S.,Poon,L.L.M.	The University of Hong Kong, School of Public Health	Hong Kong	United Arab Emirates		Al Hammadi et al
KT275307	KT275307.1	8951	GenBank		ADFCA-HKU2	Asia		2015-05-09	2015-12-17	2015-12-17	Camelus dromedarius			Al Hammadi,Z.M.,Chu,D.K.,Eltahir,Y.M.,Al Hosani,F.,Al Mulla,M.,Tarnini,W.,Hall,A.J.,Perera,R.A.,Abdelkhalek,M.M.,Peiris,J.S.,Al Muhairi,S.S.,Poon,L.L.,Chu,D.K.W.,Peiris,M.J.S.,Poon,L.L.M.	The University of Hong Kong, School of Public Health	Hong Kong	United Arab Emirates		Al Hammadi et al
KT275308	KT275308.1	8951	GenBank		ADFCA-HKU3	Asia		2015-05-09	2015-12-17	2015-12-17	Camelus dromedarius			Al Hammadi,Z.M.,Chu,D.K.,Eltahir,Y.M.,Al Hosani,F.,Al Mulla,M.,Tarnini,W.,Hall,A.J.,Perera,R.A.,Abdelkhalek,M.M.,Peiris,J.S.,Al Muhairi,S.S.,Poon,L.L.,Chu,D.K.W.,Peiris,M.J.S.,Poon,L.L.M.	The University of Hong Kong, School of Public Health	Hong Kong	United Arab Emirates		Al Hammadi et al
KT275309	KT275309.1	1242	GenBank		ADFCA-HKU4	Asia		2015-05-09	2015-12-17	2015-12-17	Camelus dromedarius			Al Hammadi,Z.M.,Chu,D.K.,Eltahir,Y.M.,Al Hosani,F.,Al Mulla,M.,Tarnini,W.,Hall,A.J.,Perera,R.A.,Abdelkhalek,M.M.,Peiris,J.S.,Al Muhairi,S.S.,Poon,L.L.,Chu,D.K.W.,Peiris,M.J.S.,Poon,L.L.M.	The University of Hong Kong, School of Public Health	Hong Kong	United Arab Emirates		Al Hammadi et al
KT275310	KT275310.1	1242	GenBank		ADFCA-HKU5	Asia		2015-05-09	2015-12-17	2015-12-17	Camelus dromedarius			Al Hammadi,Z.M.,Chu,D.K.,Eltahir,Y.M.,Al Hosani,F.,Al Mulla,M.,Tarnini,W.,Hall,A.J.,Perera,R.A.,Abdelkhalek,M.M.,Peiris,J.S.,Al Muhairi,S.S.,Poon,L.L.,Chu,D.K.W.,Peiris,M.J.S.,Poon,L.L.M.	The University of Hong Kong, School of Public Health	Hong Kong	United Arab Emirates		Al Hammadi et al
KT275311	KT275311.1	431	GenBank		ADFCA-HKU6	Asia		2015-05-09	2015-12-17	2015-12-17	Homo sapiens			Al Hammadi,Z.M.,Chu,D.K.,Eltahir,Y.M.,Al Hosani,F.,Al Mulla,M.,Tarnini,W.,Hall,A.J.,Perera,R.A.,Abdelkhalek,M.M.,Peiris,J.S.,Al Muhairi,S.S.,Poon,L.L.,Chu,D.K.W.,Peiris,M.J.S.,Poon,L.L.M.	The University of Hong Kong, School of Public Health	Hong Kong	United Arab Emirates		Al Hammadi et al
KT275312	KT275312.1	413	GenBank		ADFCA-HKU6	Asia		2015-05-09	2015-12-17	2015-12-17	Homo sapiens			Al Hammadi,Z.M.,Chu,D.K.,Eltahir,Y.M.,Al Hosani,F.,Al Mulla,M.,Tarnini,W.,Hall,A.J.,Perera,R.A.,Abdelkhalek,M.M.,Peiris,J.S.,Al Muhairi,S.S.,Poon,L.L.,Chu,D.K.W.,Peiris,M.J.S.,Poon,L.L.M.	The University of Hong Kong, School of Public Health	Hong Kong	United Arab Emirates		Al Hammadi et al
KT275313	KT275313.1	431	GenBank		ADFCA-HKU7	Asia		2015-05-09	2015-12-17	2015-12-17	Homo sapiens			Al Hammadi,Z.M.,Chu,D.K.,Eltahir,Y.M.,Al Hosani,F.,Al Mulla,M.,Tarnini,W.,Hall,A.J.,Perera,R.A.,Abdelkhalek,M.M.,Peiris,J.S.,Al Muhairi,S.S.,Poon,L.L.,Chu,D.K.W.,Peiris,M.J.S.,Poon,L.L.M.	The University of Hong Kong, School of Public Health	Hong Kong	United Arab Emirates		Al Hammadi et al
KT275314	KT275314.1	227	GenBank		ADFCA-HKU7	Asia		2015-05-09	2015-12-17	2015-12-17	Homo sapiens			Al Hammadi,Z.M.,Chu,D.K.,Eltahir,Y.M.,Al Hosani,F.,Al Mulla,M.,Tarnini,W.,Hall,A.J.,Perera,R.A.,Abdelkhalek,M.M.,Peiris,J.S.,Al Muhairi,S.S.,Poon,L.L.,Chu,D.K.W.,Peiris,M.J.S.,Poon,L.L.M.	The University of Hong Kong, School of Public Health	Hong Kong	United Arab Emirates		Al Hammadi et al
KT275315	KT275315.1	413	GenBank		ADFCA-HKU7	Asia		2015-05-09	2015-12-17	2015-12-17	Homo sapiens			Al Hammadi,Z.M.,Chu,D.K.,Eltahir,Y.M.,Al Hosani,F.,Al Mulla,M.,Tarnini,W.,Hall,A.J.,Perera,R.A.,Abdelkhalek,M.M.,Peiris,J.S.,Al Muhairi,S.S.,Poon,L.L.,Chu,D.K.W.,Peiris,M.J.S.,Poon,L.L.M.	The University of Hong Kong, School of Public Health	Hong Kong	United Arab Emirates		Al Hammadi et al
KT326819	KT326819.1	29995	GenBank		MERS-CoV/KOR/KNIH/001_05_2015	Asia		2015-05-22	2017-07-25	2017-07-25	Homo sapiens	lung, oronasopharynx		Kim,S.S.,Nam,J.-G.,Kang,H.,Kim,Y.-J.,Cheong,H.-M.,Yang,J.-S.,Park,S.,Kim,H.,Han,Y.W.,Lee,H.S.,Kim,A.-R.,Heo,D.R.,Kim,J.A.,Kim,S.J.,Jung,H.-D.,Kim,D.-W.,Yun,M.-R.	Korea National Institute of Health, Korea Centers for Disease Control and Prevention		South Korea		Kim et al
KT357794	KT357794.1	2738	GenBank		Riyadh_378/KSA/2014	Asia		2014-XX-XX	2016-04-12	2016-04-12	Homo sapiens			Corman,V.M.,Albarrak,A.M.,Omrani,A.S.,Albarrak,M.M.,Farah,M.E.,Almasri,M.,Muth,D.,Sieberg,A.,Meyer,B.,Assiri,A.M.,Binger,T.,Steinhagen,K.,Lattwein,E.,Al-Tawfiq,J.,Muller,M.A.,Drosten,C.,Memish,Z.A.	University of Bonn Medical Centre, Institute of Virology	Germany	Saudi Arabia		Corman et al
KT357795	KT357795.1	697	GenBank		Riyadh_578/KSA/2014	Asia		2014-XX-XX	2016-04-12	2016-04-12	Homo sapiens			Corman,V.M.,Albarrak,A.M.,Omrani,A.S.,Albarrak,M.M.,Farah,M.E.,Almasri,M.,Muth,D.,Sieberg,A.,Meyer,B.,Assiri,A.M.,Binger,T.,Steinhagen,K.,Lattwein,E.,Al-Tawfiq,J.,Muller,M.A.,Drosten,C.,Memish,Z.A.	University of Bonn Medical Centre, Institute of Virology	Germany	Saudi Arabia		Corman et al
KT357796	KT357796.1	1799	GenBank		Riyadh_1104/KSA/2014	Asia		2014-XX-XX	2016-04-12	2016-04-12	Homo sapiens			Corman,V.M.,Albarrak,A.M.,Omrani,A.S.,Albarrak,M.M.,Farah,M.E.,Almasri,M.,Muth,D.,Sieberg,A.,Meyer,B.,Assiri,A.M.,Binger,T.,Steinhagen,K.,Lattwein,E.,Al-Tawfiq,J.,Muller,M.A.,Drosten,C.,Memish,Z.A.	University of Bonn Medical Centre, Institute of Virology	Germany	Saudi Arabia		Corman et al
KT357797	KT357797.1	2505	GenBank		Riyadh_692/KSA/2014	Asia		2014-XX-XX	2016-04-12	2016-04-12	Homo sapiens			Corman,V.M.,Albarrak,A.M.,Omrani,A.S.,Albarrak,M.M.,Farah,M.E.,Almasri,M.,Muth,D.,Sieberg,A.,Meyer,B.,Assiri,A.M.,Binger,T.,Steinhagen,K.,Lattwein,E.,Al-Tawfiq,J.,Muller,M.A.,Drosten,C.,Memish,Z.A.	University of Bonn Medical Centre, Institute of Virology	Germany	Saudi Arabia		Corman et al
KT357798	KT357798.1	287	GenBank		Riyadh_1168/KSA/2014	Asia		2014-XX-XX	2016-04-12	2016-04-12	Homo sapiens			Corman,V.M.,Albarrak,A.M.,Omrani,A.S.,Albarrak,M.M.,Farah,M.E.,Almasri,M.,Muth,D.,Sieberg,A.,Meyer,B.,Assiri,A.M.,Binger,T.,Steinhagen,K.,Lattwein,E.,Al-Tawfiq,J.,Muller,M.A.,Drosten,C.,Memish,Z.A.	University of Bonn Medical Centre, Institute of Virology	Germany	Saudi Arabia		Corman et al
KT357799	KT357799.1	1756	GenBank		Riyadh_1116/KSA/2014	Asia		2014-XX-XX	2016-04-12	2016-04-12	Homo sapiens			Corman,V.M.,Albarrak,A.M.,Omrani,A.S.,Albarrak,M.M.,Farah,M.E.,Almasri,M.,Muth,D.,Sieberg,A.,Meyer,B.,Assiri,A.M.,Binger,T.,Steinhagen,K.,Lattwein,E.,Al-Tawfiq,J.,Muller,M.A.,Drosten,C.,Memish,Z.A.	University of Bonn Medical Centre, Institute of Virology	Germany	Saudi Arabia		Corman et al
KT357800	KT357800.1	290	GenBank		Riyadh_1182/KSA/2014	Asia		2014-XX-XX	2016-04-12	2016-04-12	Homo sapiens			Corman,V.M.,Albarrak,A.M.,Omrani,A.S.,Albarrak,M.M.,Farah,M.E.,Almasri,M.,Muth,D.,Sieberg,A.,Meyer,B.,Assiri,A.M.,Binger,T.,Steinhagen,K.,Lattwein,E.,Al-Tawfiq,J.,Muller,M.A.,Drosten,C.,Memish,Z.A.	University of Bonn Medical Centre, Institute of Virology	Germany	Saudi Arabia		Corman et al
